小区名,地址,建造年限
碧水雲天,安汉广场,2室2厅 | 86.5平米 | 南 | 其他 | 低楼层(共6层)  | 塔楼
春风紫金港,川东北金融中心,2室1厅 | 86平米 | 东南 | 其他 | 高楼层(共26层)  | 塔楼
御璟湾,江东大道,2室1厅 | 82平米 | 西北 | 其他 | 高楼层(共14层)  | 暂无数据
滨江阳光,江东大道,6室2厅 | 240平米 | 东南 | 其他 | 中楼层(共6层)  | 暂无数据
华诺国际一区,王府井,3室2厅 | 95平米 | 东南 | 其他 | 低楼层(共18层)  | 塔楼
友豪公寓,安汉广场,1室1厅 | 41平米 | 南 | 其他 | 中楼层(共26层)  | 塔楼
友豪公寓,安汉广场,1室0厅 | 41平米 | 东 | 其他 | 高楼层(共26层)  | 塔楼
华诺国际三区,王府井,2室2厅 | 84.96平米 | 东 东南 南 | 其他 | 低楼层(共18层)  | 板塔结合
阳光天朗,安汉广场,3室2厅 | 80.1平米 | 东南 南 | 其他 | 高楼层(共27层)  | 塔楼
仙鹤巷7号,王府井,2室1厅 | 73平米 | 东南 | 简装 | 高楼层(共4层)  | 板楼
友豪公寓,安汉广场,1室1厅 | 41平米 | 西南 | 其他 | 中楼层(共26层)  | 塔楼
友豪公寓,安汉广场,1室1厅 | 41.5平米 | 东南 西南 | 其他 | 中楼层(共26层)  | 塔楼
华诺国际三区,王府井,2室2厅 | 84.96平米 | 东 东南 南 | 其他 | 低楼层(共18层)  | 板塔结合
友豪公寓,安汉广场,1室1厅 | 41.5平米 | 东南 | 其他 | 中楼层(共26层)  | 塔楼
青松蓝天,安汉广场,2室2厅 | 86平米 | 东南 | 其他 | 高楼层(共6层)  | 板塔结合
友豪公寓,安汉广场,1室1厅 | 41平米 | 西南 | 其他 | 中楼层(共26层)  | 塔楼
建设路4号,安汉广场,2室2厅 | 53.86平米 | 南 | 精装 | 高楼层(共7层)  | 板楼
友豪公寓,安汉广场,2室2厅 | 41.46平米 | 东 | 其他 | 高楼层(共26层)  | 板塔结合
友豪公寓,安汉广场,1室1厅 | 41.83平米 | 南 | 其他 | 中楼层(共26层)  | 塔楼
川北医学院职工小区,安汉广场,4室3厅 | 180平米 | 东 | 其他 | 中楼层(共7层)  | 暂无数据
华诺国际三区,王府井,2室1厅 | 90平米 | 东南 | 其他 | 低楼层(共22层)  | 暂无数据
友豪公寓,安汉广场,2室1厅 | 60平米 | 西南 | 其他 | 高楼层(共26层)  | 塔楼
交投置地·上河湾一期,川东北金融中心,2室1厅 | 81平米 | 东北 | 精装 | 低楼层(共32层)  | 塔楼
华诺国际一区,王府井,2室2厅 | 86平米 | 东南 | 简装 | 高楼层(共18层)  | 塔楼
蝶院,江东大道,2室1厅 | 54.26平米 | 东南 | 其他 | 地下室(共6层)  | 暂无数据
滨江阳光,江东大道,5室2厅 | 240.5平米 | 东 | 其他 | 低楼层(共6层)  | 暂无数据
天來豪庭,江东大道,3室2厅 | 105平米 | 西 | 毛坯 | 高楼层(共33层)  | 塔楼
天來豪庭,江东大道,2室2厅 | 90.5平米 | 东南 | 其他 | 中楼层(共33层)  | 塔楼
幸福里,江东大道,2室2厅 | 59.69平米 | 东南 | 简装 | 高楼层(共19层)  | 板塔结合
碧水雲天,安汉广场,2室2厅 | 82平米 | 东南 | 其他 | 中楼层(共6层)  | 塔楼
华诺国际一区,王府井,2室2厅 | 89.77平米 | 西北 | 其他 | 高楼层(共22层)  | 塔楼
祥和街78号,王府井,2室1厅 | 77平米 | 西南 | 毛坯 | 高楼层(共7层)  | 板塔结合
天誉珑城,江东大道,2室2厅 | 70平米 | 北 | 其他 | 中楼层(共27层)  | 暂无数据
川中监狱高坪家属区,川东北金融中心,2室2厅 | 60平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据
东方国际社区,安汉广场,3室2厅 | 101平米 | 南 北 | 其他 | 高楼层(共18层)  | 塔楼
川中监狱高坪家属区,川东北金融中心,3室2厅 | 102平米 | 东南 | 其他 | 高楼层(共7层)  | 板楼
川中监狱高坪家属区,川东北金融中心,3室2厅 | 128.6平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据
江苑,江东大道,4室2厅 | 129平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 塔楼
天禾嘉泰,江东大道,3室2厅 | 120平米 | 东 | 其他 | 低楼层(共24层)  | 塔楼
东方国际社区,安汉广场,3室2厅 | 123平米 | 南 北 | 精装 | 中楼层(共5层)  | 塔楼
东都美景园,川东北金融中心,3室2厅 | 101.7平米 | 西南 | 其他 | 中楼层(共25层)  | 暂无数据
望江花园,安汉广场,3室2厅 | 94平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼
交投置地上河湾三期,川东北金融中心,3室2厅 | 94平米 | 东南 南 | 毛坯 | 低楼层(共23层)  | 塔楼
柯信苑,王府井,3室1厅 | 115平米 | 东南 | 其他 | 低楼层(共7层)  | 暂无数据
春风紫金港,川东北金融中心,3室2厅 | 99平米 | 东南 | 其他 | 高楼层(共26层)  | 塔楼
宏合小区,王府井,3室2厅 | 91.8平米 | 东南 | 其他 | 高楼层(共7层)  | 暂无数据
水映兰庭,安汉广场,4室2厅 | 130平米 | 东南 | 其他 | 高楼层(共7层)  | 板楼
天誉珑城,江东大道,3室2厅 | 92.6平米 | 东南 | 其他 | 低楼层(共28层)  | 暂无数据
万科·金润华府三期,川东北金融中心,4室2厅 | 121平米 | 东 | 其他 | 高楼层(共33层)  | 塔楼
蝶院,江东大道,4室2厅 | 153平米 | 东南 南 | 毛坯 | 高楼层(共6层)  | 暂无数据
中南漫悦湾二期,都京坝,3室2厅 | 85平米 | 东南 | 其他 | 高楼层(共34层)  | 板塔结合
观澜尚郡,江东大道,3室2厅 | 103平米 | 东 | 精装 | 低楼层(共18层)  | 塔楼
观澜尚郡,江东大道,3室2厅 | 102.7平米 | 南 | 其他 | 中楼层(共18层)  | 塔楼
阳光中心城,江东大道,3室2厅 | 87平米 | 东南 | 其他 | 高楼层(共10层)  | 暂无数据
阳光中心城,江东大道,3室2厅 | 85平米 | 东南 | 其他 | 中楼层(共33层)  | 暂无数据
宏发小区,王府井,3室2厅 | 135平米 | 东 | 其他 | 低楼层(共7层)  | 暂无数据
天誉珑城,江东大道,3室2厅 | 96平米 | 东南 | 其他 | 中楼层(共27层)  | 暂无数据
华诺国际三区,王府井,3室2厅 | 100平米 | 东南 | 其他 | 高楼层(共18层)  | 板塔结合
阳光江山金岸小区,江东大道,3室2厅 | 72平米 | 东南 | 精装 | 高楼层(共33层)  | 塔楼
东方国际社区,安汉广场,3室2厅 | 110平米 | 南 北 | 其他 | 低楼层(共6层)  | 塔楼
华诺国际一区,王府井,4室2厅 | 120平米 | 南 | 其他 | 高楼层(共22层)  | 塔楼
天來豪庭,江东大道,3室2厅 | 116.56平米 | 南 北 西南 | 其他 | 高楼层(共33层)  | 塔楼
祥和街66号,王府井,3室2厅 | 106.5平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼
星光花园,川东北金融中心,3室2厅 | 130平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼
阳光中心城,江东大道,3室2厅 | 85平米 | 西南 | 其他 | 高楼层(共33层)  | 暂无数据
阳光天誉,安汉广场,3室2厅 | 100.53平米 | 东北 | 其他 | 中楼层(共11层)  | 暂无数据
王府井绿洲郡,安汉广场,3室2厅 | 95.66平米 | 北 | 其他 | 高楼层(共26层)  | 塔楼
景秀东方二区,安汉广场,3室1厅 | 153平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼
东方国际社区,安汉广场,3室2厅 | 128平米 | 西南 | 其他 | 中楼层(共18层)  | 塔楼
东方国际社区,安汉广场,3室2厅 | 93.24平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼
天來豪庭,江东大道,3室2厅 | 122.53平米 | 东 东南 南 西南 | 简装 | 低楼层(共33层)  | 板塔结合
中南春江阅,江东大道,3室2厅 | 99.23平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据
中南漫悦湾一期,都京坝,3室1厅 | 85平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼
春风紫金港,川东北金融中心,3室2厅 | 109平米 | 南 北 | 精装 | 低楼层(共26层)  | 塔楼
景秀东方二区,安汉广场,3室2厅 | 94平米 | 西南 | 精装 | 低楼层(共11层)  | 板塔结合
王府井绿洲郡,安汉广场,3室1厅 | 95.6平米 | 南 北 | 其他 | 高楼层(共26层)  | 暂无数据
阳光江山公园城,江东大道,3室2厅 | 85平米 | 东南 | 毛坯 | 中楼层(共31层)  | 暂无数据
交投置地上河湾二期,川东北金融中心,4室2厅 | 138平米 | 南 北 | 精装 | 低楼层(共29层)  | 塔楼
水映兰庭,安汉广场,3室2厅 | 134平米 | 东南 | 其他 | 中楼层(共7层)  | 板楼
阳光望江榭,江东大道,3室2厅 | 84.3平米 | 东南 | 其他 | 高楼层(共25层)  | 板楼
新东豪园二区,安汉广场,3室2厅 | 105平米 | 南 | 其他 | 低楼层(共18层)  | 塔楼
蝶院,江东大道,3室2厅 | 146平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼
蝶院,江东大道,3室1厅 | 89平米 | 东南 | 其他 | 低楼层(共29层)  | 塔楼
天來豪庭,江东大道,2室2厅 | 97平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼
海伦堡嘉悦湾,小龙,3室2厅 | 113平米 | 东 | 毛坯 | 高楼层(共33层)  | 暂无数据
天誉珑城,江东大道,3室2厅 | 101平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据
阳光江山金岸小区,江东大道,3室2厅 | 66平米 | 西南 | 其他 | 中楼层(共33层)  | 塔楼
天誉珑城,江东大道,3室1厅 | 97平米 | 东南 | 其他 | 高楼层(共28层)  | 暂无数据
江东帝景B区,江东大道,2室2厅 | 82.26平米 | 东南 西北 | 其他 | 低楼层(共18层)  | 塔楼
阳光江山金岸小区,江东大道,3室2厅 | 72平米 | 南 北 | 精装 | 低楼层(共26层)  | 塔楼
天誉珑城,江东大道,3室2厅 | 108.78平米 | 西南 | 其他 | 高楼层(共29层)  | 暂无数据
天來豪庭,江东大道,3室2厅 | 104.22平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼
天來豪庭,江东大道,3室2厅 | 98平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼
天來豪庭,江东大道,3室2厅 | 97平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼
中南漫悦湾二期,都京坝,3室2厅 | 85平米 | 东南 | 其他 | 中楼层(共34层)  | 板塔结合
春风湖畔居,都京坝,4室2厅 | 112平米 | 南 | 其他 | 高楼层(共18层)  | 塔楼
中南漫悦湾二期,都京坝,3室2厅 | 96.78平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼
安汉大观园,王府井,3室2厅 | 140平米 | 东 | 其他 | 中楼层(共7层)  | 暂无数据
金水岸二区,王府井,3室2厅 | 95平米 | 南 北 | 简装 | 中楼层(共8层)  | 板塔结合
鸿升凯旋门,安汉广场,3室2厅 | 103平米 | 南 | 其他 | 低楼层(共6层)  | 塔楼
安汉大观园,王府井,3室2厅 | 140平米 | 东 | 其他 | 中楼层(共7层)  | 暂无数据
何家巷15号,王府井,3室2厅 | 102平米 | 西南 | 精装 | 低楼层(共6层)  | 暂无数据
华诺国际一区,王府井,4室2厅 | 121平米 | 南 北 | 简装 | 低楼层(共18层)  | 塔楼
阳光江山金岸小区,江东大道,3室2厅 | 73平米 | 东北 | 其他 | 高楼层(共33层)  | 塔楼
金水岸二区,王府井,3室2厅 | 95平米 | 南 北 | 简装 | 中楼层(共8层)  | 板塔结合
春风湖畔居,都京坝,4室2厅 | 112平米 | 南 | 其他 | 高楼层(共18层)  | 塔楼
中南漫悦湾二期,都京坝,3室2厅 | 85平米 | 东南 | 其他 | 中楼层(共34层)  | 板塔结合
中南漫悦湾二期,都京坝,3室2厅 | 96.78平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼
川北医学院职工小区,安汉广场,3室1厅 | 115平米 | 东南 | 毛坯 | 低楼层(共11层)  | 板楼
御景江山（玉景江山）,安汉广场,3室2厅 | 159平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼
友合东方逸景B区,安汉广场,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
春风紫金港,川东北金融中心,3室2厅 | 110平米 | 东南 南 | 精装 | 高楼层(共26层)  | 塔楼
友合東方逸景A区,安汉广场,3室2厅 | 120平米 | 东南 | 其他 | 高楼层(共7层)  | 板楼
春风紫金港,川东北金融中心,3室1厅 | 109平米 | 东南 | 其他 | 低楼层(共26层)  | 塔楼
上上城小区,安汉广场,3室1厅 | 125平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合
万科·金润华府三期,川东北金融中心,3室1厅 | 84.41平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合
御景江山（玉景江山）,安汉广场,3室2厅 | 130平米 | 东南 | 其他 | 中楼层(共6层)  | 暂无数据
民乐街7号,川东北金融中心,4室2厅 | 132.9平米 | 东南 | 其他 | 低楼层(共9层)  | 暂无数据
馨河怡景,安汉广场,3室2厅 | 97.87平米 | 东南 | 其他 | 中楼层(共25层)  | 塔楼
东方国际社区,安汉广场,3室2厅 | 91.3平米 | 东南 | 精装 | 高楼层(共18层)  | 塔楼
御景江山（玉景江山）,安汉广场,3室2厅 | 130平米 | 东南 | 其他 | 低楼层(共7层)  | 暂无数据
馨河怡景,安汉广场,2室2厅 | 80平米 | 东南 | 其他 | 低楼层(共25层)  | 塔楼
上上城小区,安汉广场,3室1厅 | 116平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼
水映兰庭,安汉广场,2室2厅 | 78平米 | 东南 | 其他 | 低楼层(共7层)  | 板楼
水映兰庭,安汉广场,3室2厅 | 98.89平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据
交投置地上河湾二期,川东北金融中心,3室2厅 | 113平米 | 南 | 其他 | 高楼层(共30层)  | 塔楼
春风紫金港,川东北金融中心,3室1厅 | 108平米 | 东南 | 精装 | 中楼层(共18层)  | 塔楼
金水岸二区,王府井,3室2厅 | 93.5平米 | 东南 | 其他 | 中楼层(共8层)  | 板塔结合
新东豪园二区,安汉广场,3室2厅 | 105平米 | 东南 | 其他 | 高楼层(共18层)  | 板塔结合
馨河怡景,安汉广场,3室2厅 | 97.87平米 | 东南 | 其他 | 中楼层(共25层)  | 塔楼
华诺·四区,王府井,4室1厅 | 134.76平米 | 东南 | 其他 | 低楼层(共10层)  | 暂无数据
白塔路108号,王府井,3室2厅 | 138.06平米 | 东南 | 其他 | 中楼层(共8层)  | 暂无数据
中南漫悦湾二期,都京坝,3室2厅 | 97平米 | 东南 | 其他 | 低楼层(共33层)  | 塔楼
中南春江阅,江东大道,3室2厅 | 96.32平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 塔楼
明阳新城,江东大道,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共17层)  | 暂无数据
翠薇小区,江东大道,3室1厅 | 79.98平米 | 东南 | 其他 | 低楼层(共7层)  | 板楼
新东豪园二区,安汉广场,3室2厅 | 139.62平米 | 东 | 精装 | 高楼层(共7层)  | 暂无数据
阳光江山金岸小区,江东大道,3室1厅 | 73平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼
蝶院,江东大道,3室2厅 | 104平米 | 东南 | 其他 | 中楼层(共29层)  | 板塔结合
蝶院,江东大道,4室2厅 | 120平米 | 东南 | 其他 | 中楼层(共29层)  | 塔楼
香颂湾二区,江东大道,3室2厅 | 106.94平米 | 东南 | 其他 | 低楼层(共32层)  | 塔楼
泰合·鹭岛江岸,江东大道,3室2厅 | 83平米 | 东南 | 其他 | 低楼层(共32层)  | 塔楼
天來豪庭,江东大道,3室2厅 | 105平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼
天來豪庭,江东大道,3室2厅 | 110平米 | 东南 | 简装 | 高楼层(共33层)  | 塔楼
滨江阳光,江东大道,4室2厅 | 163平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据
中南春江阅,江东大道,3室1厅 | 84平米 | 东南 | 毛坯 | 低楼层(共27层)  | 塔楼
阳光江山公园城,江东大道,3室2厅 | 85平米 | 东南 | 毛坯 | 高楼层(共31层)  | 暂无数据
阳光江山金岸小区,江东大道,3室2厅 | 65.67平米 | 东南 | 精装 | 低楼层(共33层)  | 塔楼
鸿升凯旋天地,江东大道,3室2厅 | 86.2平米 | 东 | 其他 | 高楼层(共31层)  | 暂无数据
阳光江山金岸小区,江东大道,3室2厅 | 66平米 | 西南 | 其他 | 高楼层(共33层)  | 塔楼
鸿升凯旋天地,江东大道,3室2厅 | 95平米 | 南 | 毛坯 | 低楼层(共30层)  | 板塔结合
阳春家园,王府井,4室2厅 | 132平米 | 东南 | 其他 | 低楼层(共6层)  | 暂无数据
阳光中心城,江东大道,3室2厅 | 97.94平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 暂无数据
江东华府,江东大道,3室2厅 | 98.59平米 | 西北 | 其他 | 高楼层(共27层)  | 塔楼
蝶院,江东大道,3室2厅 | 99平米 | 东南 南 | 其他 | 中楼层(共6层)  | 暂无数据
中南原山名邸,江东大道,3室2厅 | 85.35平米 | 东南 | 其他 | 中楼层(共26层)  | 塔楼
中南原山名邸,江东大道,3室2厅 | 77.33平米 | 南 北 | 其他 | 中楼层(共21层)  | 暂无数据
天來豪庭,江东大道,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共33层)  | 塔楼
大地景秀,王府井,3室1厅 | 104.9平米 | 东南 | 其他 | 高楼层(共26层)  | 暂无数据
中南原山名邸,江东大道,3室2厅 | 77.33平米 | 南 北 | 其他 | 中楼层(共21层)  | 暂无数据
华诺·四区,王府井,4室2厅 | 132平米 | 西北 | 精装 | 中楼层(共10层)  | 暂无数据
王府井绿洲郡,安汉广场,3室2厅 | 110平米 | 东南 | 其他 | 中楼层(共9层)  | 暂无数据
蝶院,江东大道,3室2厅 | 99平米 | 东南 南 | 其他 | 中楼层(共6层)  | 暂无数据
中药材小区,王府井,2室2厅 | 99.8平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼
东辰瑞景,王府井,3室3厅 | 137平米 | 南 北 | 简装 | 高楼层(共6层)  | 塔楼
阳光中心城,江东大道,3室1厅 | 88.7平米 | 西南 | 毛坯 | 低楼层(共30层)  | 暂无数据
大地景秀,王府井,3室1厅 | 104.9平米 | 东南 | 其他 | 高楼层(共26层)  | 暂无数据
天來豪庭,江东大道,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共33层)  | 塔楼
阳光江山金岸小区,江东大道,3室2厅 | 78平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼
新东豪园二区,安汉广场,3室2厅 | 105平米 | 东 | 其他 | 高楼层(共18层)  | 板塔结合
泰合慢城八岛,江东大道,3室2厅 | 93平米 | 西南 | 其他 | 中楼层(共17层)  | 暂无数据
环塔路216,王府井,3室2厅 | 83平米 | 东南 西南 | 其他 | 低楼层(共5层)  | 板楼
景秀东方二区,安汉广场,3室2厅 | 93平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合
逸合山语城,江东大道,3室2厅 | 74平米 | 南 北 | 其他 | 低楼层(共11层)  | 塔楼
天誉珑城,江东大道,3室2厅 | 96平米 | 南 北 | 精装 | 高楼层(共29层)  | 暂无数据
华诺国际三区,王府井,3室2厅 | 86.55平米 | 东南 | 其他 | 高楼层(共18层)  | 板塔结合
中南春江阅,江东大道,3室2厅 | 97.4平米 | 南 | 毛坯 | 高楼层(共27层)  | 板塔结合
天誉珑城,江东大道,3室2厅 | 93平米 | 东南 | 精装 | 低楼层(共28层)  | 暂无数据
阳光江山公园城,江东大道,4室2厅 | 128平米 | 东南 | 其他 | 中楼层(共30层)  | 暂无数据
香颂湾一区,江东大道,3室1厅 | 122.7平米 | 南 | 其他 | 低楼层(共26层)  | 塔楼
金水岸二区,王府井,3室1厅 | 94.7平米 | 东南 | 其他 | 中楼层(共8层)  | 板塔结合
中南春江阅,江东大道,3室2厅 | 96平米 | 南 | 其他 | 低楼层(共27层)  | 塔楼
阳光江山金岸小区,江东大道,3室2厅 | 78平米 | 东北 | 其他 | 中楼层(共33层)  | 塔楼
阳光望江榭,江东大道,3室2厅 | 96.45平米 | 东南 | 其他 | 中楼层(共25层)  | 板楼
阳光江山金岸小区,江东大道,3室2厅 | 66平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼
金水岸二区,王府井,3室2厅 | 97平米 | 东 东南 | 精装 | 低楼层(共8层)  | 暂无数据
馨河怡景,安汉广场,2室2厅 | 78.9平米 | 南 | 精装 | 高楼层(共25层)  | 塔楼
中南春江阅,江东大道,3室2厅 | 96.32平米 | 西 | 其他 | 低楼层(共27层)  | 板塔结合
华佳小区,安汉广场,2室1厅 | 71平米 | 东南 南 | 精装 | 低楼层(共6层)  | 暂无数据
华佳小区,安汉广场,2室1厅 | 71平米 | 东南 南 | 精装 | 低楼层(共6层)  | 暂无数据
恒河嘉陵江东岸,川东北金融中心,2室1厅 | 73.7平米 | 西南 | 其他 | 高楼层(共31层)  | 塔楼
江都华宸东苑,江东大道,2室2厅 | 76平米 | 东南 | 精装 | 低楼层(共31层)  | 暂无数据
翠薇小区,江东大道,2室2厅 | 79.9平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼
春风紫金港,川东北金融中心,2室2厅 | 87平米 | 东南 | 精装 | 中楼层(共26层)  | 塔楼
华佳小区,安汉广场,2室2厅 | 64平米 | 东北 西南 | 简装 | 高楼层(共6层)  | 暂无数据
香颂湾二区,江东大道,2室1厅 | 76.6平米 | 东南 | 毛坯 | 高楼层(共32层)  | 塔楼
新东豪园二区,安汉广场,2室1厅 | 80平米 | 东南 | 简装 | 低楼层(共18层)  | 塔楼
交投置地·上河湾一期,川东北金融中心,2室2厅 | 74平米 | 南 北 | 精装 | 中楼层(共32层)  | 塔楼
恒河嘉陵江东岸,川东北金融中心,2室1厅 | 70平米 | 南 | 精装 | 高楼层(共31层)  | 塔楼
春风紫金港,川东北金融中心,2室2厅 | 86平米 | 东南 | 精装 | 高楼层(共18层)  | 塔楼
万美T21广场,王府井,1室1厅 | 93平米 | 东南 | 精装 | 中楼层(共15层)  | 暂无数据
香颂湾二区,江东大道,2室1厅 | 77平米 | 东南 | 其他 | 中楼层(共33层)  | 塔楼
海伦堡半山樾,安汉广场,3室2厅 | 105平米 | 东南 | 毛坯 | 低楼层(共11层)  | 板楼
川北医学院职工小区,安汉广场,2室1厅 | 82平米 | 南 | 简装 | 中楼层(共17层)  | 板楼
青松蓝天,安汉广场,2室2厅 | 82平米 | 南 | 精装 | 低楼层(共7层)  | 板楼
交投置地上河湾二期,川东北金融中心,2室2厅 | 71.75平米 | 南 | 毛坯 | 中楼层(共23层)  | 塔楼
交投置地上河湾三期,川东北金融中心,2室2厅 | 72平米 | 南 | 毛坯 | 低楼层(共24层)  | 塔楼
華羅理想中心,王府井,0室2厅 | 69.9平米 | 南 | 毛坯 | 低楼层(共24层)  | 塔楼
天來豪庭,江东大道,2室2厅 | 90平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼
华诺国际三区,王府井,2室2厅 | 91.92平米 | 南 北 | 毛坯 | 高楼层(共22层)  | 塔楼
江都华宸东苑,江东大道,2室2厅 | 77平米 | 东南 | 精装 | 低楼层(共31层)  | 塔楼
泰合·鹭岛江岸,江东大道,2室2厅 | 75平米 | 东南 | 精装 | 高楼层(共31层)  | 塔楼
交投置地·上河湾一期,川东北金融中心,2室1厅 | 71.47平米 | 东 | 精装 | 低楼层(共32层)  | 塔楼
紫御荣庭一期,安汉广场,2室2厅 | 74平米 | 东南 | 精装 | 高楼层(共6层)  | 暂无数据
华诺国际一区,王府井,2室2厅 | 85.8平米 | 东南 | 精装 | 中楼层(共18层)  | 塔楼
东方国际社区,安汉广场,2室1厅 | 74.5平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼
新东豪园二区,安汉广场,2室2厅 | 82.8平米 | 东南 | 简装 | 低楼层(共18层)  | 板塔结合
华诺国际一区,王府井,2室2厅 | 87.8平米 | 南 | 简装 | 高楼层(共18层)  | 塔楼
碧水雲天,安汉广场,2室1厅 | 84平米 | 东南 | 精装 | 低楼层(共18层)  | 塔楼
景秀东方二区,安汉广场,2室2厅 | 82.21平米 | 东 西 | 精装 | 低楼层(共11层)  | 板塔结合
碧水雲天,安汉广场,2室1厅 | 82.6平米 | 东 | 精装 | 低楼层(共6层)  | 塔楼
万科金润华府,川东北金融中心,2室2厅 | 76平米 | 南 | 精装 | 高楼层(共34层)  | 塔楼
东方国际社区,安汉广场,2室1厅 | 74.5平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼
碧水雲天,安汉广场,2室1厅 | 84平米 | 东南 | 精装 | 低楼层(共18层)  | 塔楼
东南明珠,川东北金融中心,1室1厅 | 50平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据
万科金润华府,川东北金融中心,2室2厅 | 76平米 | 东南 | 精装 | 高楼层(共35层)  | 塔楼
望江花园,安汉广场,3室2厅 | 91.9平米 | 东南 | 简装 | 低楼层(共7层)  | 板楼
春风紫金港,川东北金融中心,2室2厅 | 85平米 | 东南 | 精装 | 高楼层(共26层)  | 塔楼
碧水雲天,安汉广场,2室1厅 | 86.7平米 | 南 | 精装 | 低楼层(共6层)  | 塔楼
中环岛,安汉广场,2室2厅 | 75平米 | 南 | 毛坯 | 高楼层(共24层)  | 暂无数据
交投置地上河湾三期,川东北金融中心,2室1厅 | 79.5平米 | 东南 | 毛坯 | 低楼层(共24层)  | 塔楼
大地景秀,王府井,2室1厅 | 80.35平米 | 南 | 其他 | 低楼层(共26层)  | 暂无数据
泰合·鹭岛江岸,江东大道,2室2厅 | 75.8平米 | 东 东南 南 西南 西 | 简装 | 低楼层(共31层)  | 塔楼
天來豪庭,江东大道,2室2厅 | 86.8平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼
香颂湾二区,江东大道,2室2厅 | 76平米 | 南 | 简装 | 低楼层(共33层)  | 塔楼
大地景秀,王府井,2室2厅 | 80平米 | 东南 | 简装 | 高楼层(共25层)  | 板塔结合
香颂湾二区,江东大道,2室2厅 | 76平米 | 东 | 精装 | 中楼层(共32层)  | 塔楼
阳光江山金岸小区,江东大道,3室2厅 | 68平米 | 西南 | 毛坯 | 低楼层(共33层)  | 塔楼
阳光江山金岸小区,江东大道,2室2厅 | 65平米 | 东南 | 精装 | 高楼层(共33层)  | 塔楼
蝶院,江东大道,3室2厅 | 62.7平米 | 东南 | 简装 | 地下室(共6层)  | 板塔结合
泰信·东院,川东北金融中心,2室2厅 | 86平米 | 西南 | 精装 | 低楼层(共24层)  | 板楼
川北医学院职工小区,安汉广场,2室2厅 | 78平米 | 南 | 精装 | 高楼层(共17层)  | 板楼
恒河嘉陵江东岸,川东北金融中心,2室2厅 | 71平米 | 西南 | 精装 | 中楼层(共31层)  | 塔楼
大地景秀,王府井,2室2厅 | 82.7平米 | 东南 | 其他 | 中楼层(共26层)  | 暂无数据
碧水云天二区,安汉广场,2室1厅 | 79.23平米 | 东 | 精装 | 高楼层(共16层)  | 板塔结合
新东豪园二区,安汉广场,2室2厅 | 87平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据
瀚林尚城,安汉广场,2室2厅 | 64平米 | 东南 | 简装 | 低楼层(共6层)  | 塔楼
瀚林尚城,安汉广场,2室2厅 | 64平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据
新东豪园二区,安汉广场,2室2厅 | 85平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼
华诺国际三区,王府井,2室2厅 | 82.5平米 | 东南 | 精装 | 低楼层(共18层)  | 板塔结合
