小区名,地址,楼层高度,建造年限
君鸿新城首座,阆中七里南池路,,东南
宏云江山国际,阆中七里滨江南路1号,,东
王中王锦华家园,阆中七里三台南路47号,,南
宏云江山国际,阆中七里滨江南路1号,,东
阆南明珠,阆中汇洋购物广场华胥路81号,,东
金源利中央华城,阆中七里华胥路262号,,东北
君鸿新城首座,阆中七里南池路,,东
阆南明珠,阆中汇洋购物广场华胥路81号,,东
宏云江山国际,阆中七里滨江南路1号,,东
君鸿新城首座,阆中七里南池路,,南
天籁之音,阆中七里长安大道29号,,东
宏云江山国际,阆中七里滨江南路1号,,东
天府兴隆别苑,阆中七里华胥路,,南
天籁之音,阆中七里长安大道29号,,西南
天籁之音,阆中七里长安大道29号,,西南
君鸿新城首座,阆中七里南池路,,东
天籁之音,阆中七里长安大道29号,,西南
君鸿新城首座,阆中七里南池路,,东
蓝光星星国际,阆中七里华胥路,,南
蓝光星星国际,阆中七里华胥路,,西
御苑圣景,阆中汇洋购物广场塔山街174号,,南
蓝光星星国际,阆中七里华胥路,,南
宏云江山国际,阆中七里滨江南路1号,,东
金碧天下,阆中汇洋购物广场巴都大道,,西南
蓝光星星国际,阆中七里华胥路,,南
思缘天香御府,阆中七里华胥路,,南北
蓝光星星国际,阆中七里华胥路,,南
蓝光星星国际,阆中七里华胥路,,南
思缘天香御府,阆中七里华胥路,,西南
蓝光星星国际,阆中七里华胥路,,东
思缘天香御府,阆中七里华胥路,,南
思缘天香御府,阆中七里华胥路,,南北
海达双城际,阆中汇洋购物广场七里大道,,南
锦绣城,阆中保宁广场华胥路149号,,南
宏森仁和逸居,阆中七里巴都大道,,南北
阆南明珠,阆中汇洋购物广场华胥路81号,,东
金源利中央华城,阆中七里华胥路262号,,东北
锦绣城,阆中保宁广场华胥路149号,,西南
蓝光星星国际,阆中七里华胥路,,北
蓝光星星国际,阆中七里华胥路,,北
宏云滨河湾,阆中七里滨江南路,,南北
阆苑春国际社区,阆中汇洋购物广场七里大道,,南
蓝光星星国际,阆中七里华胥路,,南北
翡翠城(阆中),阆中七里华胥路,,南北
阆城一品,阆中汇洋购物广场七里大道,,南
思缘天香御府,阆中七里华胥路,,北
蓝光星星国际,阆中七里华胥路,,南
阆城一品,阆中汇洋购物广场七里大道,,东
宏森仁和逸居,阆中七里巴都大道,,北
思缘时代天骄,阆中七里巴都大道92号,,南
阆城一品,阆中汇洋购物广场七里大道,,南
蓝光星星国际,阆中七里华胥路,,西
宏云江山国际,阆中七里滨江南路1号,,南
思缘天香御府,阆中七里华胥路,,南北
宏云滨河湾,阆中七里滨江南路,,南北
金源利中央华城,阆中七里华胥路262号,,南
蓝光星星国际,阆中七里华胥路,,南北
滨江壹号,阆中七里滨江路西,,南
蓝光星星国际,阆中七里华胥路,,南
蓝光星星国际,阆中七里华胥路,,南
宏云江山国际,阆中七里滨江南路1号,,南
宏森仁和逸居,阆中七里巴都大道,,北
蓝光星星国际,阆中七里华胥路,,西
翡翠城(阆中),阆中七里华胥路,,南
景观苑,阆中七里长安大道108号,,东西
英伦庄园(长安大道),阆中七里长安大道,,西
天籁之音,阆中七里长安大道29号,,西南
阆中华胥南苑,阆中七里华胥路,,南北
阆城一品,阆中汇洋购物广场七里大道,,东
英伦庄园(长安大道),阆中七里长安大道,,南北
阆中华胥南苑,阆中七里华胥路,,南北
紫荆城,阆中七里巴都大道辅路,,南北
蓝光星星国际,阆中七里华胥路,,西南
蓝光星星国际,阆中七里华胥路,,南
王中王锦华家园,阆中七里三台南路47号,,南北
山湖语,阆中汇洋购物广场落下闳大道北段,,东北
蓝光星星国际,阆中七里华胥路,,南
宏云江山国际,阆中七里滨江南路1号,,东
金源利中央华城,阆中七里华胥路262号,,南北
君鸿新城首座,阆中七里南池路,,北
广厦上品,阆中七里巴都大道,,南北
天合丽景,阆中七里华胥路363号,,南
蓝光星星国际,阆中七里华胥路,,南
鑫月港湾,阆中保宁广场阆水西路362号,,南
思缘天香御府,阆中七里华胥路,,西北
王中王锦华家园,阆中七里三台南路47号,,南
宏云江山国际,阆中七里滨江南路1号,,西南
紫荆城,阆中七里巴都大道辅路,,南北
宏云江山国际,阆中七里滨江南路1号,,南北
金碧天下,阆中汇洋购物广场巴都大道,,东
金源利中央华城,阆中七里华胥路262号,,东南
蓝光星星国际,阆中七里华胥路,,南北
金源利中央华城,阆中七里华胥路262号,,南北
广厦上品,阆中七里巴都大道,,南北
王中王锦华家园,阆中七里三台南路47号,,北
紫荆城,阆中七里巴都大道辅路,,东
蓝光星星国际,阆中七里华胥路,,西南
阳光丽都,阆中汇洋购物广场华胥路16号,,南
阆中华胥南苑,阆中七里华胥路,,南北
七江小区,阆中江南街道落下闳大道,,南
宏云江山国际,阆中七里滨江南路1号,,南北
君鸿新城首座,阆中七里南池路,,南
锦绣城,阆中保宁广场华胥路149号,,南北
宏云江山国际,阆中七里滨江南路1号,,南
蓝光星星国际,阆中七里华胥路,,西
宏云江山国际,阆中七里滨江南路1号,,南北
紫荆城,阆中七里巴都大道辅路,,南北
阆中华胥南苑,阆中七里华胥路,,南北
金源利中央华城,阆中七里华胥路262号,,西南
御苑圣景,阆中汇洋购物广场塔山街174号,,南北
阆中华胥南苑,阆中七里华胥路,,南
蓝光星星国际,阆中七里华胥路,,南
金水苑A区,阆中沙溪街道阆水西路,,南北
紫荆城,阆中七里巴都大道辅路,,南
阆中华胥南苑,阆中七里华胥路,,南北
蓝光星星国际,阆中七里华胥路,,南
宏云江山国际,阆中七里滨江南路1号,,南北
御苑圣景,阆中汇洋购物广场塔山街174号,,南
阆中华胥南苑,阆中七里华胥路,,南
王中王锦华家园,阆中七里三台南路47号,,南北
阆中华胥南苑,阆中七里华胥路,,南北
金阆名都,阆中汇洋购物广场长安大道2号,,南
石油小区,阆中阆中古城新村路30号,,南北
思缘天香御府,阆中七里华胥路,,南北
翡翠城(阆中),阆中七里华胥路,,北
翡翠城(阆中),阆中七里华胥路,,南北
宏森仁和逸居,阆中七里巴都大道,,南北
蓝光星星国际,阆中七里华胥路,,南
蓝光星星国际,阆中七里华胥路,,南
阳光生态城,阆中汇洋购物广场阆州大道,,南
金碧天下,阆中汇洋购物广场巴都大道,,东西
阳光丽都,阆中汇洋购物广场华胥路16号,,东
金鼎星河湾,阆中汇洋购物广场巴都大道134号,,南
紫荆城,阆中七里巴都大道辅路,,东
天合丽景,阆中七里华胥路363号,,南北
天府兴隆别苑,阆中七里华胥路,,南北
蓝光星星国际,阆中七里华胥路,,东西
阳光生态城,阆中汇洋购物广场阆州大道,,南
阳光丽都,阆中汇洋购物广场华胥路16号,,东
城市领地,阆中七里华胥路,,南
蓝色雅居小区,阆中汇洋购物广场文化街113号,,南
万鑫国际,阆中七里华胥路,,西
思缘时代天骄,阆中七里巴都大道92号,,南北
金源利中央华城,阆中七里华胥路262号,,东南
金源利中央华城,阆中七里华胥路262号,,南
思缘时代天骄,阆中七里巴都大道92号,,东
君鸿新城首座,阆中七里南池路,,东北
南池世家,阆中汇洋购物广场七里大道,,南
宏云江山国际,阆中七里滨江南路1号,,东
阆城一品,阆中汇洋购物广场七里大道,,东西
金鼎星河湾,阆中汇洋购物广场巴都大道134号,,南
七里香榭,阆中汇洋购物广场七里大道,,南
紫荆城,阆中七里巴都大道辅路,,东西
王中王锦华家园,阆中七里三台南路47号,,南
阆城一品,阆中汇洋购物广场七里大道,,南
宏云江山国际,阆中七里滨江南路1号,,南
金碧天下,阆中汇洋购物广场巴都大道,,南北
阆南明珠,阆中汇洋购物广场华胥路81号,,南
蓝光星星国际,阆中七里华胥路,,南北
南池嘉苑,阆中七里巴都大道,,西
蓝光星星国际,阆中七里华胥路,,南
翡翠城(阆中),阆中七里华胥路,,南
鑫月港湾,阆中保宁广场阆水西路362号,,南北
思缘时代天骄,阆中七里巴都大道92号,,南北
宏云江山国际,阆中七里滨江南路1号,,南
金碧天下,阆中汇洋购物广场巴都大道,,西
金源利中央华城,阆中七里华胥路262号,,东南
君鸿新城首座,阆中七里南池路,,西北
城市领地,阆中七里华胥路,,东北
宏森仁和逸居,阆中七里巴都大道,,西北
紫荆城,阆中七里巴都大道辅路,,东
锦绣城,阆中保宁广场华胥路149号,,南北
天籁之音,阆中七里长安大道29号,,东西
天合丽景,阆中七里华胥路363号,,南
罗马假日,阆中汇洋购物广场华胥路185号,,东
广厦上品,阆中七里巴都大道,,南北
宏云江山国际,阆中七里滨江南路1号,,南
宏云江山国际,阆中七里滨江南路1号,,东北
君鸿新城首座,阆中七里南池路,,西
锦绣城,阆中保宁广场华胥路149号,,北
君鸿新城首座,阆中七里南池路,,东
金源利中央华城,阆中七里华胥路262号,,东南
王中王锦华家园,阆中七里三台南路47号,,北
天府兴隆别苑,阆中七里华胥路,,南
天合丽景,阆中七里华胥路363号,,南
紫荆城,阆中七里巴都大道辅路,,东
紫荆城,阆中七里巴都大道辅路,,北
天籁之音,阆中七里长安大道29号,,西南
广厦上品,阆中七里巴都大道,,西北
君鸿新城首座,阆中七里南池路,,南北
阆中华胥南苑,阆中七里华胥路,,南
锦绣城,阆中保宁广场华胥路149号,,南
七里千鹤小区七区,阆中汇洋购物广场长青大道,,南
英伦庄园(长安大道),阆中七里长安大道,,西
锦绣城,阆中保宁广场华胥路149号,,北
宏森仁和逸居,阆中七里巴都大道,,南北
宏云江山国际,阆中七里滨江南路1号,,西南
宏云江山国际,阆中七里滨江南路1号,,东
蓝光星星国际,阆中七里华胥路,,南
天籁之音,阆中七里长安大道29号,,南
天府兴隆别苑,阆中七里华胥路,,南
阆中华胥南苑,阆中七里华胥路,,南
天籁之音,阆中七里长安大道29号,,西南
宏云江山国际,阆中七里滨江南路1号,,西南
蓝光星星国际,阆中七里华胥路,,南
蓝山公馆B区,阆中汇洋购物广场七里大道,,南北
阳光生态城,阆中汇洋购物广场阆州大道,,东
广厦上品,阆中七里巴都大道,,西北
紫荆城,阆中七里巴都大道辅路,,南
宏云滨河湾,阆中七里滨江南路,,南北
阆城一品,阆中汇洋购物广场七里大道,,西南
金碧天下,阆中汇洋购物广场巴都大道,,西
王中王锦华家园,阆中七里三台南路47号,,南
城市领地,阆中七里华胥路,,南北
广厦上品,阆中七里巴都大道,,南
蓝光星星国际,阆中七里华胥路,,西南
广厦上品,阆中七里巴都大道,,北
万鑫国际,阆中七里华胥路,,西
隆源豪庭,阆中七里南池路133号,,南北
宏云江山国际,阆中七里滨江南路1号,,东北
宏云江山国际,阆中七里滨江南路1号,,东北
天籁之音,阆中七里长安大道29号,,西北
海达双城际,阆中汇洋购物广场七里大道,,东
阆南明珠,阆中汇洋购物广场华胥路81号,,南
广厦上品,阆中七里巴都大道,,西北
紫荆城,阆中七里巴都大道辅路,,东
天籁之音,阆中七里长安大道29号,,南北
金碧天下,阆中汇洋购物广场巴都大道,,西南
金碧天下,阆中汇洋购物广场巴都大道,,南北
金鼎星河湾,阆中汇洋购物广场巴都大道134号,,南
金色维也纳,阆中汇洋购物广场华胥路,,南
王中王锦华家园,阆中七里三台南路47号,,西北
锦绣城,阆中保宁广场华胥路149号,,南
宏云江山国际,阆中七里滨江南路1号,,东
君鸿新城首座,阆中七里南池路,,西
金阆名都,阆中汇洋购物广场长安大道2号,,西北
王中王锦华家园,阆中七里三台南路47号,,南北
翡翠城(阆中),阆中七里华胥路,,南北
金碧天下,阆中汇洋购物广场巴都大道,,西北
宏云江山国际,阆中七里滨江南路1号,,东
阆中华胥南苑,阆中七里华胥路,,南北
景观苑,阆中七里长安大道108号,,西
阆城一品,阆中汇洋购物广场七里大道,,东
宏森仁和逸居,阆中七里巴都大道,,南北
阆中华胥南苑,阆中七里华胥路,,南
紫荆城,阆中七里巴都大道辅路,,东
锦绣城,阆中保宁广场华胥路149号,,东南
阆城一品,阆中汇洋购物广场七里大道,,东
金碧天下,阆中汇洋购物广场巴都大道,,南北
宏云江山国际,阆中七里滨江南路1号,,东
王中王锦华家园,阆中七里三台南路47号,,南北
景观苑,阆中七里长安大道108号,,东西
宏云江山国际,阆中七里滨江南路1号,,东北
宏云江山国际,阆中七里滨江南路1号,,南
蓝光星星国际,阆中七里华胥路,,东北
广厦上品,阆中七里巴都大道,,南
宏云江山国际,阆中七里滨江南路1号,,北
宏云江山国际,阆中七里滨江南路1号,,西南
御苑圣景,阆中汇洋购物广场塔山街174号,,南
海达双城际,阆中汇洋购物广场七里大道,,东
金碧天下,阆中汇洋购物广场巴都大道,,南
天府兴隆别苑,阆中七里华胥路,,南
宏云江山国际,阆中七里滨江南路1号,,东
阆中华胥南苑,阆中七里华胥路,,西北
天籁之音,阆中七里长安大道29号,,南北
天府兴隆别苑,阆中七里华胥路,,南
金碧天下,阆中汇洋购物广场巴都大道,,西北
君鸿新城首座,阆中七里南池路,,西
天府兴隆别苑,阆中七里华胥路,,南
锦绣城,阆中保宁广场华胥路149号,,西南
金源利中央华城,阆中七里华胥路262号,,西北
紫荆城,阆中七里巴都大道辅路,,西北
王中王锦华家园,阆中七里三台南路47号,,南北
宏云江山国际,阆中七里滨江南路1号,,东
宏云江山国际,阆中七里滨江南路1号,,东
宏云江山国际,阆中七里滨江南路1号,,东
宏云江山国际,阆中七里滨江南路1号,,东
天籁之音,阆中七里长安大道29号,,西南
宏云江山国际,阆中七里滨江南路1号,,东
阆中华胥南苑,阆中七里华胥路,,南北
金鼎星河湾,阆中汇洋购物广场巴都大道134号,,西南
宏云江山国际,阆中七里滨江南路1号,,东
龙华苑,阆中汇洋购物广场巴都大道,,西北
思缘时代天骄,阆中七里巴都大道92号,,南北
城市领地,阆中七里华胥路,,南北
景观苑,阆中七里长安大道108号,,西南
阆南明珠,阆中汇洋购物广场华胥路81号,,南
王中王锦华家园,阆中七里三台南路47号,,南
王中王锦华家园,阆中七里三台南路47号,,南北
金鼎上城,阆中保宁广场张飞北路75号,,南北
广厦上品,阆中七里巴都大道,,南
玉景苑,阆中保宁广场张飞北路118号,,南北
景观苑,阆中七里长安大道108号,,西南
龙溪苑小区,阆中保宁广场双拥路,,南北
邱家巷7号居民楼,阆中阆中古城邱家巷7号,,南北
金鼎星河湾,阆中汇洋购物广场巴都大道134号,,东西
蓝光星星国际,阆中七里华胥路,,西
东城安泰小区,阆中阆中古城公园路南街158号,,南北
阳光生态城,阆中汇洋购物广场阆州大道,,南北
瑞福苑,阆中沙溪街道张飞北路,,南北
蓝光星星国际,阆中七里华胥路,,南
蟠龙城市花园,阆中保宁广场张飞北路44号,,南
蓝光星星国际,阆中七里华胥路,,西南
广厦上品,阆中七里巴都大道,,南北
蓝光星星国际,阆中七里华胥路,,南
三陈街九号小区,阆中阆中古城南充市阆中市三陈街34号,,南北
蓝光星星国际,阆中七里华胥路,,北
公园路北街17号小区,阆中阆中古城公园路北街17号,,南北
西江月小区,阆中保宁广场西园街66号,,南
中华坊,阆中保宁广场阆水西路,,南北
东北段三四期小区,阆中沙溪街道朱子街1号,,南北
公园路南街141号院,阆中阆中古城公园路南街141号,,南北
君鸿新城首座,阆中七里南池路,,南
宏云江山国际,阆中七里滨江南路1号,,东
金沙半岛北苑,阆中阆中古城阆水东路13号,,南北
广厦上品,阆中七里巴都大道,,南北
蓝光星星国际,阆中七里华胥路,,西
公园路南街141号院,阆中阆中古城公园路南街141号,,南北
王中王锦华家园,阆中七里三台南路47号,,南
长安七期,阆中七里礼拜寺街,,南
寓新街59号院,阆中保宁广场寓新街59号,,南北
金沙半岛北苑,阆中阆中古城阆水东路13号,,南
迎晖小区,阆中保宁广场迎恩街86号,,南北
蟠龙东街106号院,阆中沙溪街道蟠龙东街106号,,南北
阆中华胥南苑,阆中七里华胥路,,南
阆城一品,阆中汇洋购物广场七里大道,,东
城市领地,阆中七里华胥路,,北
思缘天香御府,阆中七里华胥路,,南北
阆水东路11号明杰小区,阆中阆中古城东园巷35号,,南北
王中王锦华家园,阆中七里三台南路47号,,南
寓新街92号院,阆中阆中古城寓新街92号,,南北
阆中华胥南苑,阆中七里华胥路,,南
阆中华胥南苑,阆中七里华胥路,,南
紫荆城,阆中七里巴都大道辅路,,西南
普贤路1号小区,阆中阆中古城普贤路1号,,南北
山湖语健康城,阆中阆中古城落下闳大道5号,,南
阆苑瑞景,阆中汇洋购物广场海棠路19号,,东南
张飞南路28号院,阆中阆中古城张飞南路28号,,南北
平安小区(古莲池街),阆中阆中古城古莲池街,,南北
锦绣城,阆中保宁广场华胥路149号,,南
广厦上品,阆中七里巴都大道,,南
紫荆城,阆中七里巴都大道辅路,,东
蓝光星星国际,阆中七里华胥路,,南
阆中华胥南苑,阆中七里华胥路,,南
城市领地,阆中七里华胥路,,东北
英伦庄园(长安大道),阆中七里长安大道,,南北
英伦庄园(长安大道),阆中七里长安大道,,南北
阆中华胥南苑,阆中七里华胥路,,南
阆中华胥南苑,阆中七里华胥路,,南北
君鸿新城首座,阆中七里南池路,,北
紫荆城,阆中七里巴都大道辅路,,东
金源利中央华城,阆中七里华胥路262号,,南
阆中华胥南苑,阆中七里华胥路,,北
华胥龙田,阆中保宁广场华胥路中段,,西
张飞南路28号院,阆中阆中古城张飞南路28号,,南北
锦绣城,阆中保宁广场华胥路149号,,北
王中王锦华家园,阆中七里三台南路47号,,东
宏云江山国际,阆中七里滨江南路1号,,南北
宏云江山国际,阆中七里滨江南路1号,,南
宏云江山国际,阆中七里滨江南路1号,,东
毛家巷47号院,阆中阆中古城毛家巷47号,,南北
天籁之音,阆中七里长安大道29号,,南北
阆中华胥南苑,阆中七里华胥路,,南北
金碧天下,阆中汇洋购物广场巴都大道,,南北
阆城一品,阆中汇洋购物广场七里大道,,北
新生小区,阆中保宁广场新生街39号,,南北
君鸿新城首座,阆中七里南池路,,东
翡翠城(阆中),阆中七里华胥路,,南北
紫荆城,阆中七里巴都大道辅路,,东南
广厦上品,阆中七里巴都大道,,西
万鑫国际,阆中七里华胥路,,西南
广厦上品,阆中七里巴都大道,,南
思缘天香御府,阆中七里华胥路,,南北
天合丽景,阆中七里华胥路363号,,南
阆中华胥南苑,阆中七里华胥路,,南
广厦上品,阆中七里巴都大道,,东
广厦上品,阆中七里巴都大道,,东
广厦上品,阆中七里巴都大道,,南
金水苑B区,阆中沙溪街道阆水西路132号,,南北
广厦上品,阆中七里巴都大道,,西南
金星怡园,阆中保宁广场张飞北路41号,,南北
宏森仁和逸居,阆中七里巴都大道,,南北
阆城一品,阆中汇洋购物广场七里大道,,西南
宏云江山国际,阆中七里滨江南路1号,,西南
宏云江山国际,阆中七里滨江南路1号,,西南
金碧天下,阆中汇洋购物广场巴都大道,,南北
锦绣城,阆中保宁广场华胥路149号,,南
锦绣城,阆中保宁广场华胥路149号,,南
紫荆城,阆中七里巴都大道辅路,,南
锐德龙湾半岛,阆中沙溪街道老城区保宁街阆水东路与蟠龙路交界处,,南
蓝山公馆一期,阆中汇洋购物广场七里大道,,东
阆苑瑞景,阆中汇洋购物广场海棠路19号,,东南
君鸿新城首座,阆中七里南池路,,南
金源利中央华城,阆中七里华胥路262号,,南
金阆名都,阆中汇洋购物广场长安大道2号,,南
思缘天香御府(新房),阆中七里七里新区华胥路中段,,南
君鸿新城首座,阆中七里南池路,,南北
思缘天香御府(新房),阆中七里七里新区华胥路中段,,南
宏云江山国际,阆中七里滨江南路1号,,东
金色维也纳,阆中汇洋购物广场华胥路,,南北
金鼎星河湾,阆中汇洋购物广场巴都大道134号,,南
尊煌荣鼎,阆中汇洋购物广场七里大道218号,,西南
金碧天下,阆中汇洋购物广场巴都大道,,南北
阆中华胥南苑,阆中七里华胥路,,南北
君鸿新城首座,阆中七里南池路,,南
紫荆城,阆中七里巴都大道辅路,,东
宏云江山国际,阆中七里滨江南路1号,,西南
蓝光星星国际,阆中七里华胥路,,南
阳光生态城,阆中汇洋购物广场阆州大道,,东南
天合丽景,阆中七里华胥路363号,,东南
蓝光星星国际,阆中七里华胥路,,东
蓝光星星国际,阆中七里华胥路,,南
锦绣城,阆中保宁广场华胥路149号,,北
华胥龙田,阆中保宁广场华胥路中段,,西
锦绣城,阆中保宁广场华胥路149号,,北
长安九期,阆中七里巴都大道85号,,东西
思缘天香御府,阆中七里华胥路,,南
滨江壹号,阆中七里滨江路西,,南
蝶院(阆中),阆中江南街道江南大道,,南
宏云江山国际,阆中七里滨江南路1号,,南
金水苑A区,阆中沙溪街道阆水西路,,南
龙源二区,阆中阆中古城寿山寺东路,,南北
龙溪苑小区,阆中保宁广场双拥路,,南北
锦绣城,阆中保宁广场华胥路149号,,北
东北段三四期小区,阆中沙溪街道朱子街1号,,南北
思缘天香御府,阆中七里华胥路,,南北
金源利中央华城,阆中七里华胥路262号,,南
隆源豪庭,阆中七里南池路133号,,东
金源利中央华城,阆中七里华胥路262号,,东南
丝绸小区(迎恩街),阆中保宁广场迎恩街181号,,南北
玉台仙都小区,阆中保宁广场较场路西段,,南
滨江壹号,阆中七里滨江路西,,南
鑫月港湾,阆中保宁广场阆水西路362号,,东西
锦绣城,阆中保宁广场华胥路149号,,北
锐德龙湾半岛,阆中沙溪街道老城区保宁街阆水东路与蟠龙路交界处,,南
金碧天下,阆中汇洋购物广场巴都大道,,南北
君鸿新城首座,阆中七里南池路,,南北
都乐聚龙湾,阆中保宁广场张飞北路48号,,南
长安七期,阆中七里礼拜寺街,,南
阆中华胥南苑,阆中七里华胥路,,南
金源利中央华城,阆中七里华胥路262号,,南
金源利中央华城,阆中七里华胥路262号,,东
东北段三四期小区,阆中沙溪街道朱子街1号,,南北
阆城一品,阆中汇洋购物广场七里大道,,南北
东方广场,阆中阆中古城郎家拐街7号,,东
长安六期,阆中七里南池路,,南
东方广场,阆中阆中古城郎家拐街7号,,南北
玉景苑,阆中保宁广场张飞北路118号,,东南
福苑小区,阆中汇洋购物广场长安西路,,南北
城市领地,阆中七里华胥路,,南
信合小区,阆中保宁广场油柿井街12号,,南
阳光花园(阆中),阆中阆中古城公园路109号,,南北
状元小区,阆中阆中古城盐市口街6号,,南北
龙源一区,阆中阆中古城寿山寺东路176号,,南北
林业小区,阆中保宁广场文昌宫街2号,,南北
东方广场,阆中阆中古城郎家拐街7号,,南北
玉台仙都小区,阆中保宁广场较场路西段,,南
石油小区,阆中阆中古城新村路30号,,南北
滨江壹号,阆中七里滨江路西,,东
翡翠城(阆中),阆中七里华胥路,,南北
天籁之音,阆中七里长安大道29号,,南
富强小区,阆中保宁广场张飞北路,,南北
英伦庄园(长安大道),阆中七里长安大道,,南
蓝光星星国际,阆中七里华胥路,,西南
滨江壹号,阆中七里滨江路西,,东北
思缘天香御府,阆中七里华胥路,,南北
翡翠城(阆中),阆中七里华胥路,,南北
锦绣城,阆中保宁广场华胥路149号,,南北
思缘天香御府,阆中七里华胥路,,北
英伦庄园(长安大道),阆中七里长安大道,,南北
滨江壹号,阆中七里滨江路西,,东
思缘天香御府,阆中七里华胥路,,南北
蓝光星星国际,阆中七里华胥路,,南北
左岸绿都,阆中七里滨江路西,,东
蓝光星星国际,阆中七里华胥路,,南
万鑫国际,阆中七里华胥路,,南北
翡翠城(阆中),阆中七里华胥路,,南
天合丽景,阆中七里华胥路363号,,南北
宏云江山国际,阆中七里滨江南路1号,,南北
蓝光星星国际,阆中七里华胥路,,南北
君鸿新城首座,阆中七里南池路,,南
王中王锦华家园,阆中七里三台南路47号,,南
思缘时代天骄,阆中七里巴都大道92号,,西南
锦绣城,阆中保宁广场华胥路149号,,东南
宏云江山国际,阆中七里滨江南路1号,,南北
宏云江山国际,阆中七里滨江南路1号,,南北
思缘天香御府,阆中七里华胥路,,北
蓝光星星国际,阆中七里华胥路,,南
英伦庄园(长安大道),阆中七里长安大道,,南北
金源利中央华城,阆中七里华胥路262号,,南北
锦绣城,阆中保宁广场华胥路149号,,东
天籁之音,阆中七里长安大道29号,,东
思缘天香御府,阆中七里华胥路,,南北
海达双城际,阆中汇洋购物广场七里大道,,南
天合丽景,阆中七里华胥路363号,,南
阆南明珠,阆中汇洋购物广场华胥路81号,,东北
金源利中央华城,阆中七里华胥路262号,,南北
宏云江山国际,阆中七里滨江南路1号,,南
蓝光星星国际,阆中七里华胥路,,东南
蓝光星星国际,阆中七里华胥路,,西
思缘天香御府,阆中七里华胥路,,南北
阳光生态城,阆中汇洋购物广场阆州大道,,南
思缘时代天骄,阆中七里巴都大道92号,,东
翡翠城(阆中),阆中七里华胥路,,南
宏森仁和逸居,阆中七里巴都大道,,南北
思缘时代天骄,阆中七里巴都大道92号,,东南
蓝光星星国际,阆中七里华胥路,,南
天籁之音,阆中七里长安大道29号,,东南
金源利中央华城,阆中七里华胥路262号,,南北
广厦上品,阆中七里巴都大道,,南
思缘天香御府,阆中七里华胥路,,西南
思缘天香御府,阆中七里华胥路,,南北
锦绣城,阆中保宁广场华胥路149号,,北
蓝光星星国际,阆中七里华胥路,,南
英伦庄园(长安大道),阆中七里长安大道,,东西
阳光生态城,阆中汇洋购物广场阆州大道,,南
蓝光星星国际,阆中七里华胥路,,南
阳光生态城,阆中汇洋购物广场阆州大道,,北
滨江壹号,阆中七里滨江路西,,南北
蓝光星星国际,阆中七里华胥路,,南
锦绣城,阆中保宁广场华胥路149号,,东西
海达双城际,阆中汇洋购物广场七里大道,,南
蓝光星星国际,阆中七里华胥路,,南北
锦绣城,阆中保宁广场华胥路149号,,东西
金源利中央华城,阆中七里华胥路262号,,南北
宏云滨河湾,阆中七里滨江南路,,南北
宏云江山国际,阆中七里滨江南路1号,,东
紫荆城,阆中七里巴都大道辅路,,西南
文华苑,阆中汇洋购物广场长青大道3号,,东
滨江壹号,阆中七里滨江路西,,南
翡翠城(阆中),阆中七里华胥路,,南
宏云江山国际,阆中七里滨江南路1号,,东
蓝山公馆一期,阆中汇洋购物广场七里大道,,南北
金源利中央华城,阆中七里华胥路262号,,西北
阆城一品,阆中汇洋购物广场七里大道,,东
阳光生态城,阆中汇洋购物广场阆州大道,,南北
宏云江山国际,阆中七里滨江南路1号,,西南
思缘天香御府,阆中七里华胥路,,西南
万驰英伦庄园(七里大道),阆中汇洋购物广场七里大道,,东
锦绣城,阆中保宁广场华胥路149号,,东
思缘时代天骄,阆中七里巴都大道92号,,北
左岸绿都,阆中七里滨江路西,,东南
阳光生态城,阆中汇洋购物广场阆州大道,,西
广厦上品,阆中七里巴都大道,,南
思缘时代天骄,阆中七里巴都大道92号,,南北
长安九期,阆中七里巴都大道85号,,东
景观苑,阆中七里长安大道108号,,西
翡翠城(阆中),阆中七里华胥路,,南北
翡翠城(阆中),阆中七里华胥路,,南
左岸绿都,阆中七里滨江路西,,东南
锦绣城,阆中保宁广场华胥路149号,,南北
金源利中央华城,阆中七里华胥路262号,,南
锦绣城,阆中保宁广场华胥路149号,,东
宏云江山国际,阆中七里滨江南路1号,,南
天籁之音,阆中七里长安大道29号,,东
蓝山公馆B区,阆中汇洋购物广场七里大道,,南北
蓝山公馆一期,阆中汇洋购物广场七里大道,,西南
紫荆城,阆中七里巴都大道辅路,,西
滨江壹号,阆中七里滨江路西,,东南
大井社区,阆中沙溪街道古信大道,,北
金阆名都,阆中汇洋购物广场长安大道2号,,南
宏云滨河湾,阆中七里滨江南路,,南北
紫荆城,阆中七里巴都大道辅路,,南北
锦绣城,阆中保宁广场华胥路149号,,东南
天籁之音,阆中七里长安大道29号,,南
宏云江山国际,阆中七里滨江南路1号,,东
蓝光星星国际,阆中七里华胥路,,西南
锦绣城,阆中保宁广场华胥路149号,,南
锦绣城,阆中保宁广场华胥路149号,,东
锦绣城,阆中保宁广场华胥路149号,,东
翡翠城(阆中),阆中七里华胥路,,南
阳光生态城,阆中汇洋购物广场阆州大道,,南北
蓝光星星国际,阆中七里华胥路,,南
锦绣城,阆中保宁广场华胥路149号,,东
广厦上品,阆中七里巴都大道,,东南
阳光生态城,阆中汇洋购物广场阆州大道,,南北
锦绣城,阆中保宁广场华胥路149号,,南北
